1	30	0
2	99	182
3	27	212
4	80	253
5	13	202
6	138	187
7	124	223
8	110	215
9	97	197
10	21	1845
11	4	107
12	88	113
13	50	104
14	68	108
15	325	108
16	144	107
17	53	107
18	19	112
19	100	108
20	10	116
21	6	116
22	385	136
23	20	126
24	135	103
25	23	106
26	72	105
27	23	107
28	91	118
29	156	60
30	379	67
31	227	1142
32	92	1077
33	132	1081
34	8	1077
35	159	35
36	57	1053
37	260	62
38	20	67
39	127	59
40	22	61
41	110	60
42	61	95
43	43	82
44	8	54
45	127	47
46	131	1016
47	91	82
48	132	81
49	320	1086
50	121	1081
51	15	1079
52	47	49
53	57	50
54	157	44
55	68	994
56	79	48
57	98	44
58	86	1031
59	285	49
60	27	1049
61	83	51
62	185	1054
63	358	1081
64	27	1093
65	277	47
66	43	1053
67	12	48
68	180	45
69	87	1022
70	135	49
71	86	1049
72	24	115
73	59	79
74	54	77
75	35	77
76	3	77
77	13	103
78	360	80
79	207	78
80	72	81
81	219	78
82	6	80
83	31	79
84	109	78
85	8	79
86	19	107
87	2	108
88	132	79
89	8	81
90	68	85
91	58	78
92	179	78
93	190	79
94	29	77
95	43	78
96	628	79
97	125	1140
98	110	80
99	278	88
100	125	79
101	66	80
102	114	78
103	16	79
104	80	78
105	258	103
106	35	83
107	132	78
108	60	80
109	60	78
110	69	77
111	5	77
112	7	88
113	189	77
114	51	79
115	22	78
116	9	78
117	254	78
118	35	78
119	145	78
120	35	78
121	3	78
122	28	78
123	36	90
124	97	80
125	17	91
126	83	79
127	177	79
128	57	82
129	6	78
130	147	78
131	34	79
132	18	78
133	110	78
134	98	79
135	35	78
136	16	78
137	148	78
138	57	87
139	102	79
140	2	83
141	111	79
142	35	107
143	279	99
144	3	79
145	120	80
146	124	80
147	333	79
148	40	86
149	94	79
150	313	80
151	31	94
152	402	80
153	7	1140
154	102	82
155	152	80
156	33	80
157	98	91
158	118	1293
159	131	82
160	14	78
161	22	79
162	164	92
163	340	78
164	49	77
165	260	78
166	231	78
167	139	77
168	91	77
169	20	77
170	122	77
171	5	77
172	168	78
173	10	76
174	191	82
175	254	92
176	111	78
177	324	78
178	186	78
179	103	78
180	55	78
181	166	78
182	155	77
183	147	79
184	57	78
185	196	78
186	15	79
187	14	78
188	1	90
189	68	78
190	277	77
191	12	82
192	89	77
193	179	93
194	33	59
195	6	60
196	170	59
197	54	61
198	33	59
199	78	61
200	34	59
201	1	58
202	473	62
203	241	1128
204	93	64
205	43	60
206	91	63
207	87	60
208	632	61
209	43	1123
210	67	60
211	88	58
212	19	58
213	12	58
214	99	58
215	8	58
216	40	57
217	68	57
218	6	58
219	12	58
220	47	65
221	39	59
222	39	80
223	150	37
224	30	8199
225	298	102
226	142	67
227	5	110
228	24	109
229	69	106
230	26	108
231	130	111
232	56	109
233	86	108
234	69	110
235	193	110
236	81	107
237	83	107
238	22	108
239	31	107
240	420	109
241	90	1127
242	163	121
243	7	61
244	320	58
245	100	1134
246	5	66
247	116	66
248	55	60
249	67	59
250	126	59
251	39	61
252	37	82
253	187	62
254	50	60
255	14	88
256	196	60
257	59	59
258	122	58
259	128	68
260	75	64
261	443	62
262	149	1127
263	98	1078
264	33	1077
265	56	35
266	30	1050
267	55	60
268	10	61
269	93	59
270	82	61
271	79	64
272	340	58
273	112	1115
274	53	59
275	60	66
276	308	61
277	217	1120
278	325	60
279	24	1114
280	29	59
281	14	58
282	49	57
283	114	57
284	74	58
285	357	59
286	79	1120
287	130	65
288	393	59
289	24	1314
290	28	60
291	113	63
292	241	1076
293	31	65
294	18	58
295	125	57
296	226	57
297	31	57
298	17	57
299	175	57
300	69	58
301	220	57
302	59	56
303	74	57
304	20	57
305	45	56
306	54	57
307	56	56
308	125	64
309	44	56
310	4	60
311	5	56
312	3	57
313	17	56
314	51	56
315	173	56
316	211	57
317	263	56
318	26	57
319	19	56
320	66	56
321	151	56
322	190	57
323	24	56
324	172	56
325	36	57
326	24	58
327	39	65
328	20	58
329	245	57
330	115	57
331	22	56
332	41	57
333	112	56
334	99	57
335	93	57
336	187	75
337	204	84
338	40	66
339	48	65
340	137	84
341	76	66
342	379	66
343	6	1127
344	52	71
345	21	67
346	26	77
347	10	66
348	268	70
349	56	65
350	204	65
351	15	65
352	89	65
353	36	65
354	93	67
355	28	65
356	9	65
357	107	65
358	26	66
359	59	74
360	46	65
361	11	68
362	69	65
363	110	65
364	90	65
365	324	66
366	69	2766
367	116	68
368	142	65
369	98	65
370	154	66
371	201	66
372	656	66
373	39	1715
374	162	81
375	112	57
376	115	57
377	20	57
378	44	57
379	523	61
380	94	1735
381	29	60
382	113	57
383	13	57
384	19	56
385	319	57
386	115	1114
387	32	59
388	28	56
389	15	56
390	44	57
391	35	56
392	93	57
393	118	56
394	29	58
395	119	100
396	278	62
397	48	82
398	162	59
399	4	59
400	36	59
401	39	58
402	151	59
403	91	82
404	108	60
405	113	59
406	17	80
407	55	60
408	299	61
409	77	1119
410	43	61
411	277	59
412	24	60
413	86	64
414	65	67
415	63	59
416	96	58
417	13	58
418	200	61
419	33	60
420	58	60
421	92	81
422	84	60
423	333	59
424	43	1126
425	159	81
426	344	61
427	24	92
428	11	58
429	36	63
430	48	58
431	330	58
432	74	1116
433	101	61
434	88	66
435	23	57
436	112	57
437	30	58
438	10	58
439	376	59
440	105	1116
