1	100	0
2	100	138
3	100	41
4	100	40
5	100	389
6	100	94
7	100	675
8	100	792
9	100	798
10	100	799
11	100	5433
12	100	173
13	100	163
14	100	162
15	100	161
16	100	206
17	100	721
18	100	802
19	100	818
20	100	777
21	100	6086
22	100	45
23	100	40
24	100	469
25	100	63
26	100	129
27	100	793
28	100	798
29	100	801
30	100	800
31	100	6444
32	100	47
33	100	39
34	100	38
35	100	39
36	100	105
37	100	794
38	100	801
39	100	802
40	100	798
41	100	6213
42	100	43
43	100	39
44	100	38
45	100	39
46	100	435
47	100	784
48	100	793
49	100	801
50	100	797
51	100	6705
52	100	48
53	100	42
54	100	39
55	100	38
56	100	38
57	100	695
58	100	803
59	100	796
60	100	798
61	100	6258
62	100	43
63	100	43
64	100	39
65	100	38
66	100	380
67	100	802
68	100	801
69	100	795
70	100	800
71	100	6033
72	100	755
73	100	71
74	100	27
75	100	27
76	100	27
77	100	678
78	100	791
79	100	800
80	100	801
81	100	6457
82	100	48
83	100	40
84	100	38
85	100	39
86	100	193
87	100	769
88	100	797
89	100	800
90	100	799
91	100	6007
92	100	130
93	100	116
94	100	109
95	100	111
96	100	340
97	100	793
98	100	798
99	100	798
100	100	803
101	100	5993
102	100	125
103	100	116
104	100	111
105	100	109
106	100	339
107	100	794
108	100	801
109	100	798
110	100	801
111	100	5993
112	100	125
113	100	116
114	100	110
115	100	112
116	100	342
117	100	790
118	100	801
119	100	801
120	100	822
121	100	5978
122	100	124
123	100	113
124	100	111
125	100	139
126	100	325
127	100	2786
128	100	49
129	100	42
130	100	925
131	100	5378
132	100	126
133	100	116
134	100	110
135	100	111
136	100	344
137	100	791
138	100	808
139	100	788
140	100	799
141	100	6044
142	100	137
143	100	115
144	100	112
145	100	111
146	100	331
147	100	786
148	100	797
149	100	798
150	100	799
151	100	5964
152	100	124
153	100	112
154	100	110
155	100	110
156	100	355
157	100	785
158	100	797
159	100	801
160	100	799
161	100	6027
162	100	122
163	100	120
164	100	119
165	100	150
166	100	294
167	100	815
168	100	772
169	100	799
170	100	798
171	100	6372
172	100	45
173	100	39
174	100	38
175	100	38
176	100	249
177	100	793
178	100	797
179	100	800
180	100	801
181	100	6661
182	100	47
183	100	43
184	100	38
185	100	39
186	100	38
187	100	732
188	100	797
189	100	799
190	100	798
191	100	6424
192	100	45
193	100	39
194	100	39
195	100	38
196	100	220
197	100	794
198	100	798
199	100	807
200	100	794
201	100	6008
202	100	705
203	100	73
204	100	28
205	100	27
206	100	27
207	100	733
208	100	795
209	100	800
210	100	797
211	100	6480
212	100	46
213	100	39
214	100	38
215	100	38
216	100	181
217	100	792
218	100	798
219	100	800
220	100	800
221	100	6026
222	100	380
223	100	54
224	100	28
225	100	27
226	100	866
227	100	214
228	100	795
229	100	796
230	100	799
231	100	6689
232	100	43
233	100	27
234	100	30
235	100	27
236	100	27
237	100	767
238	100	794
239	100	805
240	100	796
241	100	6226
242	100	43
243	100	39
244	100	39
245	100	39
246	100	403
247	100	793
248	100	798
249	100	798
250	100	800
251	100	6610
252	100	46
253	100	27
254	100	27
255	100	27
256	100	76
257	100	793
258	100	800
259	100	800
260	100	800
261	100	6269
262	100	45
263	100	39
264	100	39
265	100	39
266	100	364
267	100	794
268	100	799
269	100	798
270	100	800
271	100	6582
272	100	47
273	100	39
274	100	38
275	100	38
276	100	71
277	100	782
278	100	800
279	100	800
280	100	799
281	100	6309
282	100	42
283	100	39
284	100	38
285	100	43
286	100	328
287	100	798
288	100	797
289	100	800
290	100	799
291	100	6594
292	100	46
293	100	39
294	100	38
295	100	38
296	100	52
297	100	794
298	100	797
299	100	799
300	100	801
301	100	6346
302	100	46
303	100	39
304	100	39
305	100	38
306	100	292
307	100	796
308	100	798
309	100	799
310	100	800
311	100	6539
312	100	45
313	100	39
314	100	38
315	100	38
316	100	105
317	100	793
318	100	798
319	100	800
320	100	800
321	100	6450
322	100	46
323	100	39
324	100	39
325	100	39
326	100	194
327	100	796
328	100	799
329	100	799
330	100	799
331	100	6010
332	100	144
333	100	105
334	100	102
335	100	104
336	100	350
337	100	794
338	100	792
339	100	799
340	100	799
341	100	6024
342	100	113
343	100	103
344	100	100
345	100	100
346	100	389
347	100	793
348	100	797
349	100	801
350	100	799
351	100	5970
352	100	112
353	100	108
354	100	101
355	100	99
356	100	386
357	100	790
358	100	799
359	100	799
360	100	800
361	100	6012
362	100	114
363	100	104
364	100	101
365	100	100
366	100	391
367	100	784
368	100	797
369	100	799
370	100	800
371	100	5992
372	100	115
373	100	105
374	100	103
375	100	99
376	100	386
377	100	790
378	100	799
379	100	800
380	100	800
381	100	5999
382	100	111
383	100	103
384	100	103
385	100	99
386	100	390
387	100	791
388	100	797
389	100	801
390	100	799
391	100	6003
392	100	112
393	100	104
394	100	102
395	100	100
396	100	387
397	100	790
398	100	798
399	100	800
400	100	798
401	100	6005
402	100	115
403	100	104
404	100	100
405	100	105
406	100	382
407	100	787
408	100	797
409	100	800
410	100	799
411	100	6005
412	100	112
413	100	103
414	100	103
415	100	102
416	100	400
417	100	772
418	100	798
419	100	800
420	100	799
421	100	6005
422	100	123
423	100	106
424	100	102
425	100	101
426	100	380
427	100	789
428	100	796
429	100	800
430	100	798
431	100	5994
432	100	111
433	100	104
434	100	100
435	100	100
436	100	390
437	100	791
438	100	799
439	100	799
440	100	799
441	100	6000
442	100	113
443	100	103
444	100	100
445	100	101
446	100	390
447	100	792
448	100	800
449	100	797
450	100	799
451	100	6002
452	100	120
453	100	104
454	100	101
455	100	100
456	100	382
457	100	788
458	100	798
459	100	800
460	100	800
461	100	6001
462	100	112
463	100	106
464	100	102
465	100	103
466	100	876
467	100	299
468	100	798
469	100	798
470	100	798
471	100	6044
472	100	216
473	100	168
474	100	158
475	100	155
476	100	148
477	100	750
478	100	795
479	100	798
480	100	801
481	100	5998
482	100	146
483	100	137
484	100	136
485	100	136
486	100	257
487	100	772
488	100	799
489	100	799
490	100	800
491	100	6013
492	100	147
493	100	144
494	100	143
495	100	135
496	100	249
497	100	769
498	100	797
499	100	800
500	100	806
501	100	6055
502	100	142
503	100	134
504	100	129
505	100	128
506	100	270
507	100	788
508	100	796
509	100	799
510	100	799
511	100	5961
512	100	142
