0	536	0	634344
32744	152	0	634344
32980	136	0	634344
32999	136	0	634344
33003	136	0	634344
32996	160	0	634344
33013	136	0	634344
32987	136	0	634344
33028	136	0	634344
32971	160	0	634344
33001	136	0	634344
33001	136	0	634344
32997	136	0	634344
33001	528	0	634344
32997	136	0	634344
33002	136	0	634344
32999	136	0	634344
32999	160	0	634344
33000	136	0	634344
32999	136	0	634344
32999	136	0	634344
33000	160	0	634344
32999	136	0	634344
33006	136	0	634344
33026	136	0	634344
32973	160	0	634344
32998	136	0	634344
33001	136	0	634344
32998	136	0	634344
33000	528	0	634344
32998	136	0	634344
33005	136	0	634344
32995	136	0	634344
32999	160	0	634344
33001	136	0	634344
32999	136	0	634344
32998	136	0	634344
33013	160	0	634344
32989	136	0	634344
32997	136	0	634344
33001	136	0	634344
33001	160	0	634344
32997	136	0	634344
33001	136	0	634344
33004	136	0	634344
32996	528	0	634344
33000	136	0	634344
32998	136	0	634344
32998	136	0	634344
33002	160	0	634344
32998	136	0	634344
33003	136	0	634344
32996	136	0	634344
32999	160	0	634344
33000	136	0	634344
32999	136	0	634344
32999	136	0	634344
33001	160	0	634344
33002	136	0	634344
32996	136	0	634344
33000	136	0	634344
33139	51024	0	634344
32865	448	0	634344
32999	1480	0	634344
33009	7888	0	634344
33087	61285	0	634344
238	65507	0	573890
32711	34656	0	634344
33016	34656	0	634344
32935	192	0	634344
33020	10578	0	634344
241	65507	0	624475
235	65507	0	560022
32576	41704	0	634344
32989	44288	0	634344
32937	224	0	634344
33003	2202	0	634344
156	65507	0	632591
159	65507	0	567800
32727	35208	0	634344
33004	35720	0	634344
32948	192	0	634344
33027	21327	0	634344
187	65507	0	613620
162	65507	0	548839
145	65507	0	483984
32543	46544	0	564412
33001	51360	0	634344
32990	47600	0	634344
33015	54741	0	634344
163	65507	0	580096
32816	41048	0	634344
32997	41048	0	634344
33032	50008	0	634344
32932	7162	0	634344
172	65507	0	627698
154	65507	0	562881
32654	208	0	634344
33076	57008	0	634344
32936	4685	0	634344
156	65507	0	630101
32849	12850	0	634344
224	65507	0	622259
230	65507	0	557784
32615	65360	0	634344
32918	5445	0	634344
209	65507	0	629592
32780	192	0	634344
33020	13636	0	634344
244	65507	0	621556
240	65507	0	557129
235	65507	0	492677
245	65507	0	428270
32095	59336	0	506690
32924	4245	0	594998
207	65507	0	591682
32876	64472	0	634344
32983	45349	0	634344
256	65507	0	589853
32673	2709	0	634344
214	65507	0	632358
32788	2709	0	634344
196	65507	0	632275
32879	59528	0	634344
33002	61477	0	634344
238	65507	0	573693
32755	50480	0	634344
33008	60456	0	634344
32915	672	0	634344
33075	56405	0	634344
239	65507	0	578765
32752	52792	0	634344
33002	54512	0	634344
32999	54512	0	634344
32957	18436	0	634344
228	65507	0	616693
241	65507	0	552268
231	65507	0	487798
231	65507	0	423329
32117	53240	0	501846
33002	59760	0	596600
33004	58024	0	634344
32961	36533	0	634344
229	65507	0	598596
32723	536	0	634344
33076	59072	0	634344
32997	55144	0	634344
32999	53469	0	634344
236	65507	0	581694
32767	56952	0	634344
32996	57944	0	634344
33012	57944	0	634344
32965	37429	0	634344
225	65507	0	597686
32799	57080	0	634344
33002	57080	0	634344
32993	55440	0	634344
32959	20180	0	634344
198	65507	0	614807
279	65507	0	550553
231	65507	0	486085
232	65507	0	421621
32095	49944	0	500041
33406	42680	0	599915
32534	744	0	634344
33048	31349	0	634344
241	65507	0	603830
32760	44416	0	634344
33005	48296	0	634344
33000	44416	0	634344
32986	38725	0	634344
226	65507	0	596394
32779	43280	0	634344
32995	43280	0	634344
33009	49872	0	634344
32967	19829	0	634344
213	65507	0	615230
32753	664	0	634344
33071	46640	0	634344
32988	46288	0	634344
32965	17076	0	634344
186	65507	0	617858
271	65507	0	553569
231	65507	0	489102
230	65507	0	424630
32123	50200	0	503173
32999	50048	0	600951
32999	50048	0	634344
32993	45989	0	634344
228	65507	0	589137
32780	47976	0	634344
32995	51296	0	634344
33008	52136	0	634344
32956	23213	0	634344
179	65507	0	611695
32788	720	0	634344
33054	39864	0	634344
32947	672	0	634344
33039	23101	0	634344
182	65507	0	611797
32843	46984	0	634344
32996	47456	0	634344
33009	51080	0	634344
32950	14972	0	634344
231	65507	0	620167
245	65507	0	555759
231	65507	0	491289
232	65507	0	426823
32128	59784	0	505390
32993	59784	0	593560
32983	51384	0	634344
32987	41989	0	634344
233	65507	0	593150
32768	43320	0	634344
33024	61688	0	634344
32920	520	0	634344
33031	25093	0	634344
178	65507	0	609801
32857	51776	0	634344
33000	53024	0	634344
33005	53024	0	634344
32972	31165	0	634344
223	65507	0	603935
32791	48976	0	634344
33009	55616	0	634344
33043	48496	0	634344
32905	13484	0	634344
230	65507	0	621651
251	65507	0	557271
231	65507	0	492803
231	65507	0	428335
32029	712	0	506459
33221	54576	0	634344
32900	49136	0	634344
32928	33525	0	634344
155	65507	0	601270
32861	47808	0	634344
33016	52136	0	634344
32984	52136	0	634344
32977	29229	0	634344
128	65507	0	605443
32890	49976	0	634344
33015	49976	0	634344
32980	42880	0	634344
33033	28693	0	634344
307	65507	0	606546
32664	49304	0	634344
32991	42064	0	634344
32948	568	0	634344
33024	16156	0	634344
173	65507	0	618722
244	65507	0	554309
205	65507	0	489726
202	65507	0	425127
32197	41152	0	504005
33004	43568	0	610855
33010	49784	0	634344
32971	28485	0	634344
188	65507	0	606483
32829	37824	0	634344
33000	44920	0	634344
32997	44920	0	634344
32974	21229	0	634344
198	65507	0	613767
32774	696	0	634344
33049	38952	0	634344
33001	39096	0	634344
32969	17357	0	634344
191	65507	0	617626
32849	48400	0	634344
32997	46680	0	634344
32997	46680	0	634344
32954	10348	0	634344
195	65507	0	624645
214	65507	0	560099
206	65507	0	495517
203	65507	0	430922
32233	48984	0	509962
33001	51528	0	608965
32982	38912	0	634344
33002	34549	0	634344
156	65507	0	600272
32843	41328	0	634344
33005	41328	0	634344
32944	640	0	634344
33031	23693	0	634344
194	65507	0	611297
32888	42848	0	634344
32948	45840	0	634344
33008	50336	0	634344
32961	22789	0	634344
197	65507	0	612215
32846	48448	0	634344
32988	48448	0	634344
33001	52008	0	634344
32982	11676	0	634344
201	65507	0	623353
222	65507	0	558844
219	65507	0	494320
203	65507	0	429728
32173	51696	0	508495
33731	52584	0	608074
32288	48360	0	634344
32943	23885	0	634344
192	65507	0	611099
32768	464	0	634344
33057	45904	0	634344
33008	45904	0	634344
32985	40037	0	634344
204	65507	0	595001
32813	49032	0	634344
33031	54992	0	634344
32974	55432	0	634344
32964	27077	0	634344
190	65507	0	607897
32770	600	0	634344
33077	57336	0	634344
32988	52816	0	634344
32960	17132	0	634344
206	65507	0	617912
215	65507	0	553370
202	65507	0	488772
204	65507	0	424183
32206	50608	0	503102
33004	49864	0	600497
32931	416	0	634344
33050	35493	0	634344
207	65507	0	599558
32812	48192	0	634344
32993	48192	0	634344
32988	43648	0	634344
32999	29429	0	634344
192	65507	0	605553
32819	45544	0	634344
33008	53448	0	634344
32927	408	0	634344
33059	35661	0	634344
216	65507	0	599388
32795	52728	0	634344
32935	1613	0	634344
174	65507	0	633291
32819	1685	0	634344
175	65507	0	633223
32845	13196	0	634344
202	65507	0	621835
221	65507	0	557320
204	65507	0	492731
225	65507	0	428235
32196	49944	0	507109
32997	53488	0	605134
33003	53488	0	634344
32991	45157	0	634344
203	65507	0	589872
32770	536	0	634344
33029	47200	0	634344
33006	54032	0	634344
32994	48405	0	634344
204	65507	0	586631
32800	51800	0	634344
32986	46048	0	634344
33010	46048	0	634344
32937	4010	0	634344
188	65507	0	630952
208	65507	0	566382
32671	45208	0	634344
32994	51440	0	634344
33001	48544	0	634344
32992	29271	0	634344
231	65507	0	605857
212	65507	0	541301
206	65507	0	476719
32341	39600	0	556243
32996	39600	0	634344
32947	464	0	634344
33024	14346	0	634344
200	65507	0	620673
219	65507	0	556150
32629	50360	0	634344
33008	60272	0	634344
32988	50784	0	634344
32929	298	0	634344
188	65507	0	634344
206	65507	0	569568
32652	36048	0	634344
33013	36048	0	634344
33014	45376	0	634344
33007	57437	0	634344
213	65507	0	577631
32757	40344	0	634344
32993	36304	0	634344
33017	48144	0	634344
32980	33781	0	634344
202	65507	0	601246
32751	208	0	634344
33037	18792	0	634344
32991	18792	0	634344
33011	29208	0	634344
32993	21552	0	634344
33001	22944	0	634344
32986	13480	0	634344
32997	12040	0	634344
33021	1032	0	634344
32962	1504	0	634344
33001	1464	0	634344
32999	3216	0	634344
33000	1112	0	634344
32996	136	0	634344
32998	136	0	634344
33002	656	0	634344
32999	160	0	634344
32998	160	0	634344
33002	160	0	634344
32999	160	0	634344
32998	136	0	634344
33003	136	0	634344
32997	136	0	634344
33010	160	0	634344
32991	136	0	634344
33002	136	0	634344
32993	136	0	634344
33001	192	0	634344
33000	136	0	634344
33000	136	0	634344
33000	136	0	634344
32999	528	0	634344
32997	136	0	634344
33001	136	0	634344
33000	136	0	634344
32999	160	0	634344
33000	136	0	634344
32999	136	0	634344
32998	136	0	634344
33001	160	0	634344
32999	136	0	634344
33000	136	0	634344
33001	136	0	634344
32998	160	0	634344
33001	136	0	634344
32999	136	0	634344
32998	136	0	634344
33001	528	0	634344
33000	136	0	634344
32999	136	0	634344
33000	136	0	634344
33000	160	0	634344
32998	136	0	634344
33000	136	0	634344
33004	136	0	634344
33011	8120	0	634344
32985	464	0	634344
33000	616	0	634344
33002	1136	0	634344
33035	18352	0	634344
32962	232	0	634344
33004	3432	0	634344
33000	3432	0	634344
33074	46538	0	634344
168	65507	0	588334
1526	65507	0	529675
31258	25688	0	604339
33012	45128	0	634344
