1	536	0
2	152	32383
3	136	32958
4	136	32986
5	136	33004
6	160	32994
7	136	32981
8	136	33028
9	136	33003
10	160	32987
11	136	32989
12	136	33129
13	136	32913
14	528	32977
15	136	32996
16	136	33006
17	136	32990
18	160	33004
19	136	33002
20	136	33103
21	136	32898
22	160	33007
23	136	33033
24	136	32964
25	136	33053
26	160	33003
27	136	32968
28	136	32967
29	136	33041
30	528	32964
31	136	32991
32	136	32999
33	136	33003
34	160	33002
35	136	32995
36	136	33012
37	136	32984
38	160	33007
39	136	32988
40	136	33021
41	136	32993
42	160	33002
43	136	32988
44	136	32997
45	136	32998
46	528	33006
47	136	32989
48	136	33006
49	136	32997
50	160	33006
51	136	32994
52	136	33005
53	136	33004
54	160	32989
55	136	33000
56	136	32996
57	136	33001
58	160	32997
59	136	33006
60	136	33006
61	136	33000
62	51024	33358
63	448	32742
64	1480	32874
65	7888	33030
66	61285	33125
67	65507	144
68	34656	32783
69	34656	32997
70	192	32923
71	10578	33261
72	65507	75
73	65507	45
74	41704	32696
75	44288	33006
76	224	32925
77	2202	32988
78	65507	261
79	65507	55
80	35208	32764
81	35720	32978
82	192	32940
83	21327	33045
84	65507	383
85	65507	61
86	65507	45
87	46544	32563
88	51360	32993
89	47600	32991
90	54741	33006
91	65507	156
92	41048	32843
93	41048	33011
94	50008	32986
95	7162	32925
96	65507	295
97	65507	70
98	208	32626
99	57008	33114
100	4685	32895
101	65507	169
102	12850	32858
103	65507	255
104	65507	55
105	65360	32752
106	5445	32908
107	65507	171
108	192	32832
109	13636	33002
110	65507	532
111	65507	62
112	65507	48
113	65507	53
114	59336	32412
115	4245	32873
116	65507	182
117	64472	32953
118	45349	32933
119	65507	165
120	2709	32771
121	65507	142
122	2709	32861
123	65507	152
124	59528	32956
125	61477	33120
126	65507	57
127	50480	32821
128	60456	32992
129	672	32886
130	56405	33094
131	65507	161
132	52792	32859
133	54512	32969
134	54512	32999
135	18436	32958
136	65507	522
137	65507	62
138	65507	48
139	65507	45
