1	1090	0
2	174	191
3	162	2068
4	174	3947
5	162	2903
6	174	4027
7	162	2815
8	150	2713
9	174	1424
10	90	2273
11	162	447
12	150	2605
13	174	1341
14	90	2140
15	162	768
16	174	4261
17	162	2637
18	174	4051
19	150	1524
20	162	1272
21	90	1983
22	174	1944
23	150	1116
24	162	1817
25	90	1615
26	174	2559
27	162	2686
28	174	3983
29	162	2846
30	174	4156
31	162	2725
32	174	3972
33	162	2898
34	174	4105
35	162	2718
36	174	4037
37	162	2852
38	174	4161
39	162	4337
40	174	3921
41	162	4584
42	174	4007
43	162	4489
44	174	3918
45	162	2933
46	174	4082
47	162	2789
48	174	3949
49	162	2892
50	150	1107
51	174	2832
52	90	675
53	162	2200
54	150	838
55	174	3176
56	90	159
57	162	2685
58	174	3933
59	162	2924
60	174	4127
61	162	2731
62	174	4061
63	162	2795
64	174	4018
65	162	2841
66	162	3323
67	174	622
68	162	2922
69	74	941
70	174	3689
71	162	357
72	162	3498
73	74	1433
74	174	2599
75	162	2826
76	66	1280
77	174	2691
78	162	2890
79	1090	1433
80	1090	1956
81	174	570
82	1090	1396
83	1090	890
84	1090	1063
85	162	165
86	1090	1782
87	1090	1964
88	66	161
89	174	163
90	66	1515
91	162	1250
92	1090	1652
93	1090	1755
94	174	551
95	162	2899
96	174	4001
97	162	2857
98	174	3985
99	162	2873
100	1090	4588
101	174	165
102	1090	1102
103	1090	1530
104	1090	1195
105	162	176
106	1090	1066
107	1090	1392
108	174	2184
109	66	162
110	1090	2638
111	1090	4925
112	162	204
113	174	4361
114	162	3775
115	66	158
116	174	3862
117	66	198
118	162	2644
119	174	4220
120	1090	11946
121	1090	1072
122	1090	1472
123	1090	1133
124	1090	1301
125	1090	1195
126	66	2182
127	1090	2097
128	1090	1109
129	162	16224
130	90	3913
131	162	4060
132	90	3323
133	162	28754
134	174	3943
135	150	5580
136	90	3422
137	150	3156
138	90	3391
139	116	15115
140	150	23057
141	142	2972
142	158	4535
143	1458	12911
144	150	19181
145	142	3102
146	158	4506
147	1518	18771
148	154	169
149	826	720
150	142	3397
151	162	5957
152	1242	12132
153	64	4653
154	66	1751
155	1090	16578
156	66	4785
157	1090	15219
158	1090	1149
159	150	8096
160	142	3327
161	158	4504
162	154	43846
163	142	3063
164	162	5402
165	1518	1289
166	1518	1651
167	1278	1077
168	1242	8116
169	154	2234
170	106	3575
171	66	30065
172	162	12226
173	1090	3944
174	174	160
175	1090	979
176	162	3415
177	1090	982
178	1090	1951
179	1090	1966
180	174	161
181	150	166
182	1090	1619
183	1090	1956
184	162	162
185	1090	1791
186	66	1633
187	174	566
188	1090	1918
189	106	158
190	162	783
191	1090	892
192	150	2940
193	174	223
194	162	2791
195	142	1122
196	174	3088
197	158	581
198	162	2066
199	174	3942
200	162	2914
201	66	648
202	174	3267
203	162	2938
204	174	4389
205	162	4111
206	174	4071
207	162	2795
208	174	4193
209	162	2660
210	174	3921
211	162	2933
212	174	4089
213	162	2766
214	1518	1238
215	674	835
216	162	1764
217	64	162
218	174	267
219	162	2591
220	90	528
221	174	3458
222	162	602
223	162	2270
